"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"marzec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";214,22;"zł";"";
0800000;"LUBUSKIE";"marzec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";200,00;"zł";"";
0800000;"LUBUSKIE";"marzec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";211,12;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2006";51,11;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2007";53,33;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2008";61,25;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2009";67,50;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2010";68,75;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2011";71,11;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2012";78,89;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2013";78,89;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2014";82,22;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2015";83,33;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2016";86,67;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2017";97,78;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2018";105,56;"zł";"";
0800000;"LUBUSKIE";"marzec";"wizyta u lekarza specjalisty";"cena";"2019";121,25;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2013";5,76;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2014";5,50;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2015";4,72;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2016";3,92;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2017";4,69;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2018";4,58;"zł";"";
0800000;"LUBUSKIE";"marzec";"olej napędowy - za 1l";"cena";"2019";5,07;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2006";0,30;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2007";0,35;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2008";0,41;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2009";0,41;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2010";0,41;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2011";0,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2012";0,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2013";0,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2014";0,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2015";0,46;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2016";0,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2017";0,47;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2018";0,49;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"bułka pszenna - za 50g";"cena";"2019";0,56;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2006";4,27;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2007";6,07;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2008";5,91;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2009";7,00;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2010";6,19;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2011";7,26;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2012";7,49;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2013";7,36;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2014";6,98;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2015";6,88;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2016";6,61;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2017";7,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2018";7,47;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kurczęta patroszone - za 1kg";"cena";"2019";7,79;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2006";12,23;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2007";12,63;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2008";13,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2009";13,30;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2010";14,09;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2011";13,14;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2012";14,12;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2013";15,12;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2014";15,13;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2015";14,13;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2016";15,20;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2017";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2018";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2019";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2006";2,36;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2007";2,42;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2008";2,79;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2009";2,64;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2010";2,54;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2011";2,76;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2012";2,84;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2013";2,77;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2014";2,88;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2015";2,72;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2016";2,67;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2017";2,61;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2018";2,58;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2019";2,55;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2006";1,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2007";1,45;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2008";1,84;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2009";1,89;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2010";1,82;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2011";2,01;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2012";2,36;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2013";2,27;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2014";2,48;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2015";2,52;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2016";2,37;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2017";2,29;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2018";2,41;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2019";2,44;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2013";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2014";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2015";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2016";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2017";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";28,77;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";28,04;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";148,74;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";159,24;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";158,88;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";164,89;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";169,54;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";179,21;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";186,37;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";195,66;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";197,33;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";222,56;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";231,44;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";223,33;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";216,77;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";204,50;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";143,99;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";159,55;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";164,87;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";175,75;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";178,00;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";186,99;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";182,61;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";191,55;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";203,78;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";217,56;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";217,56;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";214,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";202,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";211,12;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2006";51,11;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2007";53,33;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2008";61,25;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2009";67,50;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2010";68,75;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2011";72,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2012";78,89;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2013";78,89;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2014";82,22;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2015";83,33;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2016";86,67;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2017";97,78;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2018";105,56;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"wizyta u lekarza specjalisty";"cena";"2019";121,25;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2013";5,68;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2014";5,46;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2015";4,73;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2016";4,00;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2017";4,57;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2018";4,73;"zł";"";
0800000;"LUBUSKIE";"kwiecień";"olej napędowy - za 1l";"cena";"2019";5,18;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2006";0,30;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2007";0,35;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2008";0,42;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2009";0,43;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2010";0,41;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2011";0,45;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2012";0,45;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2013";0,46;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2014";0,45;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2015";0,45;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2016";0,45;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2017";0,47;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2018";0,49;"zł";"";
0800000;"LUBUSKIE";"maj";"bułka pszenna - za 50g";"cena";"2019";0,56;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2006";5,08;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2007";6,10;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2008";6,15;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2009";6,80;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2010";6,24;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2011";7,23;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2012";7,65;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2013";7,39;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2014";7,09;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2015";6,48;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2016";7,01;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2017";6,91;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2018";7,20;"zł";"";
0800000;"LUBUSKIE";"maj";"kurczęta patroszone - za 1kg";"cena";"2019";7,69;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2006";11,86;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2007";12,29;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2008";13,26;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2009";13,27;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2010";14,42;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2011";13,81;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2012";14,14;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2013";14,14;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2014";14,58;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2015";13,79;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2016";14,20;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2017";;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2018";;"zł";"";
0800000;"LUBUSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2019";;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2006";2,30;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2007";2,45;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2008";2,79;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2009";2,64;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2010";2,58;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2011";2,79;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2012";2,78;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2013";2,78;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2014";2,89;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2015";2,79;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2016";2,67;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2017";2,60;"zł";"";
0800000;"LUBUSKIE";"maj";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2018";2,58;"zł";"";
